Gender,Height,Weight,Bust/Chest,Cup Size,Waist,Hips,Body Shape Index
Male,"5'4""",66,50,,42,42,2
Male,"5'0""",65,50,,37,45,0
Male,"6'1""",65,31,,38,46,3
Male,"5'2""",64,44,,37,39,3
Male,"5'6""",78,48,,29,31,2
Male,"6'3""",99,48,,43,48,2
Male,"6'4""",86,43,,44,45,4
Male,"6'3""",90,36,,26,30,3
Male,"5'5""",81,31,,37,42,1
Male,"5'2""",63,43,,28,31,3
Male,"5'3""",64,46,,32,38,1
Male,"5'5""",51,35,,32,32,0
Male,"5'11""",61,39,,36,41,4
Male,"5'7""",70,51,,31,37,3
Male,"6'3""",76,42,,27,36,1
Male,"5'2""",58,32,,39,43,2
Male,"5'2""",66,35,,35,37,4
Male,"6'4""",83,45,,36,45,1
Male,"5'0""",62,43,,46,49,4
Male,"5'0""",43,41,,26,26,2
Male,"6'6""",87,44,,42,45,4
Male,"5'6""",82,33,,26,30,1
Male,"4'11""",45,39,,37,37,3
Male,"4'10""",59,47,,36,43,2
Male,"5'7""",68,34,,38,45,3
Male,"5'7""",74,40,,46,49,4
Male,"5'6""",67,32,,41,49,4
Male,"5'10""",78,52,,38,46,0
Male,"5'1""",46,33,,39,44,3
Male,"5'1""",66,38,,33,41,0
Male,"6'0""",86,37,,33,43,3
Male,"5'6""",63,46,,47,47,3
Male,"5'2""",71,45,,44,50,1
Male,"4'10""",54,31,,34,43,4
Male,"5'11""",74,46,,34,39,2
Male,"6'0""",93,48,,30,30,1
Male,"5'6""",82,49,,34,34,4
Male,"5'0""",65,47,,35,39,2
Male,"6'2""",96,49,,41,49,4
Male,"5'1""",60,35,,40,42,4
Male,"5'3""",48,46,,41,48,4
Male,"6'6""",79,50,,26,26,0
Male,"6'0""",98,50,,34,38,2
Male,"6'0""",79,32,,30,31,2
Male,"5'6""",55,37,,44,48,4
Male,"5'9""",72,32,,34,35,2
Male,"5'0""",62,47,,38,40,2
Male,"5'11""",96,34,,31,33,4
Male,"5'7""",60,43,,42,43,2
Male,"6'3""",67,50,,41,50,2
Male,"5'5""",58,35,,38,43,4
Male,"5'2""",73,39,,48,50,1
Male,"6'6""",82,50,,31,34,4
Male,"6'5""",101,42,,41,48,1
Male,"4'10""",58,41,,28,29,4
Male,"5'1""",67,33,,31,32,3
Male,"5'6""",55,35,,27,31,0
Male,"6'3""",89,43,,36,39,3
Male,"5'8""",55,42,,27,27,1
Male,"5'10""",87,41,,44,44,2
Male,"5'6""",55,46,,41,46,4
Male,"4'10""",57,45,,34,37,2
Male,"6'3""",68,41,,32,39,3
Male,"5'5""",66,30,,30,39,1
Male,"5'10""",60,42,,35,44,4
Male,"6'2""",85,39,,47,49,3
Male,"5'5""",60,32,,27,34,3
Male,"5'6""",56,42,,29,32,2
Male,"5'9""",86,40,,36,44,4
Male,"5'1""",60,40,,40,46,2
Male,"6'2""",96,37,,48,48,0
Male,"5'2""",71,49,,31,33,2
Male,"5'9""",69,32,,28,30,2
Male,"5'2""",68,31,,32,41,4
Male,"5'7""",86,42,,35,39,0
Male,"5'4""",57,31,,28,32,4
Male,"6'5""",76,35,,28,38,0
Male,"4'11""",54,48,,28,32,4
Male,"5'1""",70,52,,30,39,1
Male,"6'0""",79,51,,35,42,2
Male,"4'10""",48,42,,28,33,2
Male,"5'9""",86,46,,44,46,0
Male,"4'11""",62,42,,29,29,3
Male,"5'9""",57,44,,38,40,3
Male,"5'2""",70,48,,27,34,0
Male,"5'3""",66,45,,47,47,0
Male,"5'3""",77,46,,41,41,2
Male,"6'0""",63,30,,44,48,3
Male,"4'10""",46,38,,41,41,0
Male,"6'0""",83,32,,28,35,2
Male,"5'4""",64,33,,32,38,2
Male,"6'2""",84,33,,26,29,4
Male,"4'11""",48,30,,42,47,3
Male,"5'2""",62,50,,26,35,0
Male,"5'2""",69,31,,28,30,4
Male,"5'9""",66,37,,40,43,1
Male,"5'8""",68,35,,43,46,0
Male,"5'1""",65,45,,43,49,4
Male,"5'5""",79,40,,40,44,4
Male,"5'5""",64,42,,37,45,3
Male,"6'5""",75,46,,36,45,4
Male,"6'0""",65,34,,33,39,4
Male,"5'3""",72,30,,35,43,0
Male,"5'7""",71,47,,28,29,1
Male,"6'2""",104,30,,46,47,4
Male,"5'5""",79,52,,36,44,2
Male,"6'0""",95,39,,26,36,1
Male,"5'9""",82,37,,27,35,0
Male,"4'11""",59,34,,45,45,3
Male,"4'11""",51,36,,40,50,4
Male,"6'1""",90,37,,44,44,3
Male,"5'3""",47,41,,39,44,4
Male,"6'1""",99,50,,42,42,3
Male,"6'2""",73,43,,37,44,2
Male,"6'0""",92,50,,47,48,3
Male,"5'11""",93,40,,39,49,2
Male,"6'4""",74,51,,38,44,2
Male,"5'0""",48,44,,36,44,4
Male,"6'6""",116,48,,41,48,4
Male,"6'2""",82,52,,30,30,4
Male,"6'2""",83,50,,46,46,4
Male,"5'3""",74,34,,42,42,3
Male,"5'3""",50,38,,37,40,2
Male,"5'7""",73,51,,46,50,0
Male,"5'10""",85,37,,37,44,4
Male,"6'6""",111,41,,46,48,4
Male,"6'2""",91,32,,38,42,1
Male,"6'1""",103,46,,32,42,1
Male,"4'11""",67,31,,37,40,2
Male,"5'3""",63,34,,43,50,2
Male,"5'11""",97,38,,45,45,3
Male,"5'4""",61,42,,35,40,0
Male,"6'6""",117,50,,29,30,1
Male,"5'11""",78,52,,46,46,3
Male,"5'11""",87,33,,27,32,1
Male,"5'6""",78,46,,29,39,0
Male,"6'1""",65,47,,42,45,3
Male,"5'3""",57,49,,27,32,1
Male,"5'1""",56,34,,39,39,2
Male,"5'4""",79,46,,48,49,2
Male,"5'11""",82,34,,44,45,0
Male,"5'4""",73,44,,27,29,0
Male,"4'11""",53,31,,40,44,0
Male,"6'5""",105,40,,32,42,3
Male,"5'9""",62,32,,41,50,4
Male,"5'4""",73,41,,37,37,2
Male,"5'7""",61,46,,26,27,1
Male,"5'0""",54,48,,27,27,4
Male,"5'9""",72,47,,32,41,3
Male,"5'11""",71,40,,30,39,1
Male,"5'4""",71,37,,36,46,0
Male,"6'4""",112,38,,26,28,1
Male,"6'6""",114,41,,40,45,4
Male,"4'11""",59,33,,28,36,0
Male,"6'0""",71,45,,39,39,2
Male,"5'0""",56,41,,26,26,2
Male,"6'6""",101,35,,29,34,4
Male,"5'3""",64,36,,32,34,1
Male,"5'8""",76,30,,44,49,4
Male,"5'4""",75,32,,41,49,3
Male,"6'5""",95,43,,36,41,1
Male,"6'6""",84,32,,34,42,0
Male,"6'3""",89,34,,28,37,1
Male,"5'10""",78,33,,40,42,4
Male,"4'11""",62,33,,26,33,4
Male,"5'1""",68,42,,36,46,3
Male,"5'0""",50,30,,37,42,3
Male,"5'7""",74,42,,48,49,2
Male,"6'1""",71,46,,34,34,4
Male,"5'9""",58,41,,36,42,1
Male,"6'1""",93,49,,41,42,3
Male,"5'4""",52,37,,30,31,4
Male,"5'9""",89,46,,33,42,4
Male,"4'11""",52,39,,26,29,4
Male,"5'3""",60,33,,38,47,0
Male,"5'0""",67,41,,38,46,0
Male,"5'9""",67,50,,39,46,4
Male,"6'1""",74,38,,34,38,2
Male,"6'6""",99,48,,32,36,1
Male,"5'8""",55,36,,40,45,4
Male,"6'0""",66,51,,46,46,1
Male,"5'0""",46,31,,34,44,1
Male,"5'0""",65,43,,33,34,0
Male,"6'3""",77,52,,44,45,1
Male,"5'4""",61,32,,27,35,1
Male,"5'5""",74,46,,48,48,3
Male,"5'11""",79,49,,33,37,4
Male,"5'0""",53,30,,37,45,4
Male,"5'4""",64,43,,42,43,1
Male,"4'11""",47,35,,33,42,2
Male,"6'0""",70,39,,40,45,3
Male,"5'8""",63,50,,43,48,3
Male,"6'6""",79,39,,34,37,0
Male,"5'3""",72,30,,28,35,1
Male,"6'4""",97,45,,41,47,4
Male,"5'3""",53,31,,35,43,1
Male,"6'0""",97,41,,38,47,0
Male,"5'10""",70,44,,40,40,0
Male,"6'0""",68,31,,36,43,0
Male,"4'11""",44,34,,38,47,4
Male,"6'5""",115,37,,41,46,3
Male,"4'11""",62,45,,43,50,3
Male,"5'6""",69,51,,48,49,1
Male,"6'4""",82,30,,28,29,2
Male,"6'6""",99,38,,47,49,3
Male,"6'0""",89,32,,32,36,4
Male,"6'3""",106,38,,48,49,1
Male,"6'2""",100,30,,27,27,4
Male,"6'1""",68,49,,27,30,0
Male,"5'9""",88,36,,26,26,1
Male,"5'9""",58,33,,41,47,4
Male,"5'5""",53,43,,35,40,1
Male,"6'3""",81,44,,43,50,3
Male,"4'11""",59,46,,39,42,3
Male,"5'0""",62,33,,29,35,2
Male,"5'1""",71,39,,42,46,1
Male,"5'10""",81,37,,30,34,1
Male,"6'6""",98,47,,33,34,0
Male,"6'4""",71,30,,32,37,0
Male,"6'6""",99,34,,26,28,4
Male,"5'7""",81,40,,32,33,3
Male,"5'0""",51,42,,42,50,4
Male,"6'2""",101,38,,34,38,0
Male,"5'0""",60,43,,46,47,1
Male,"5'10""",75,47,,43,47,0
Male,"5'9""",60,40,,38,44,1
Male,"5'0""",53,36,,43,43,0
Male,"6'1""",76,41,,45,45,2
Male,"6'1""",102,48,,33,40,4
Male,"5'10""",95,30,,44,49,4
Male,"5'2""",59,46,,35,36,1
Male,"5'5""",79,38,,29,32,2
Male,"5'7""",73,43,,39,45,4
Male,"4'11""",50,37,,33,43,1
Male,"5'0""",60,41,,39,42,2
Male,"5'11""",79,37,,30,33,1
Male,"5'8""",73,34,,38,47,3
Male,"6'2""",103,40,,43,48,0
Male,"5'1""",69,50,,28,37,4
Male,"6'3""",70,38,,29,38,4
Male,"6'5""",79,38,,34,37,3
Male,"5'9""",62,46,,36,44,4
Male,"6'5""",99,30,,35,45,2
Male,"5'9""",60,36,,45,45,3
Male,"5'4""",65,49,,37,38,2
Male,"4'10""",52,37,,28,37,4
Male,"5'4""",61,36,,43,47,4
Male,"5'11""",83,30,,33,39,3
Male,"6'2""",100,37,,34,44,4
Male,"6'6""",106,46,,31,37,1
Male,"5'11""",93,52,,46,47,2
Male,"4'11""",42,43,,26,31,0
Male,"5'0""",67,46,,43,43,1
Male,"6'0""",74,42,,34,37,4
Male,"5'4""",74,46,,45,48,1
Male,"5'2""",57,42,,30,30,0
Male,"5'6""",76,31,,44,48,1
Male,"5'5""",80,39,,30,31,0
Male,"5'9""",85,50,,28,35,0
Male,"4'11""",57,39,,31,32,3
Male,"6'4""",81,35,,33,38,1
Male,"5'4""",70,43,,41,44,3
Male,"5'5""",72,46,,33,42,0
Male,"4'10""",58,41,,45,46,1
Male,"5'0""",51,36,,39,45,0
Male,"5'4""",50,33,,30,39,1
Male,"5'11""",80,35,,27,32,1
Male,"5'4""",54,39,,35,42,3
Male,"5'9""",90,51,,45,45,4
Male,"6'6""",102,47,,31,31,0
Male,"4'10""",54,33,,26,33,3
Male,"5'8""",72,39,,27,37,4
Male,"5'0""",68,32,,48,50,2
Male,"6'5""",113,35,,46,48,2
Male,"5'7""",56,33,,31,34,2
Male,"5'10""",59,35,,40,40,0
Male,"5'2""",67,50,,35,43,0
Male,"5'10""",59,44,,38,46,0
Male,"6'1""",84,35,,31,34,2
Male,"5'8""",78,39,,42,43,4
Male,"5'7""",80,49,,37,38,0
Male,"5'7""",64,50,,44,45,3
Male,"6'5""",98,50,,34,39,4
Male,"6'4""",97,30,,28,33,2
Male,"5'11""",64,49,,40,47,4
Male,"5'7""",68,31,,45,49,1
Male,"4'11""",50,45,,40,47,3
Male,"5'8""",87,30,,40,47,3
Male,"5'3""",75,46,,32,39,3
Male,"6'1""",89,35,,40,43,3
Male,"5'10""",88,33,,43,49,2
Male,"4'11""",59,36,,39,43,3
Male,"5'1""",57,32,,29,35,4
Male,"5'9""",58,33,,32,33,0
Male,"6'4""",93,30,,30,40,1
Male,"4'10""",58,32,,45,45,1
Male,"5'1""",50,36,,34,34,0
Male,"6'4""",93,49,,28,28,1
Male,"6'1""",79,32,,32,32,1
Male,"6'3""",71,31,,43,43,1
Male,"6'5""",88,52,,26,35,1
Male,"4'10""",46,32,,28,38,1
Male,"4'11""",45,38,,31,40,3
Male,"6'1""",65,46,,41,41,4
Male,"5'5""",63,33,,30,37,1
Male,"5'1""",44,38,,32,35,1
Male,"4'10""",57,33,,41,47,3
Male,"5'2""",55,44,,43,50,3
Male,"6'4""",69,39,,32,40,2
Male,"5'3""",55,30,,39,45,4
Male,"4'10""",53,32,,39,42,4
Male,"6'6""",88,49,,41,48,0
Male,"5'6""",84,42,,35,39,2
Male,"6'6""",77,40,,41,50,1
Male,"5'0""",66,35,,35,35,4
Male,"4'11""",58,31,,34,36,1
Male,"6'5""",79,32,,34,36,3
Male,"5'7""",80,46,,47,50,1
Male,"6'5""",80,41,,46,49,2
Male,"5'10""",78,51,,29,35,4
Male,"4'10""",59,35,,37,47,0
Male,"5'6""",57,33,,29,30,3
Male,"4'10""",52,46,,26,26,3
Male,"5'4""",63,47,,37,46,0
Male,"5'7""",86,50,,48,50,0
Male,"4'11""",49,42,,41,50,2
Male,"5'4""",76,31,,48,50,1
Male,"5'1""",51,32,,31,39,0
Male,"6'6""",102,51,,41,47,2
Male,"5'6""",79,44,,33,38,3
Male,"5'9""",57,41,,29,30,2
Male,"5'9""",87,52,,40,45,0
Male,"5'3""",51,30,,29,34,3
Male,"6'6""",100,37,,38,38,4
Male,"5'9""",84,31,,43,48,1
Male,"5'10""",83,44,,40,41,0
Male,"6'6""",93,45,,28,32,4
Male,"6'3""",71,45,,33,35,4
Male,"6'1""",67,43,,30,37,1
Male,"4'11""",50,32,,29,37,4
Male,"6'2""",101,36,,42,42,3
Male,"6'0""",84,40,,39,41,1
Male,"5'10""",84,45,,35,45,0
Male,"5'7""",58,41,,43,47,2
Male,"5'5""",61,30,,45,48,0
Male,"4'11""",64,47,,36,42,3
Male,"6'5""",102,44,,32,34,0
Male,"5'1""",45,31,,41,48,1
Male,"5'6""",83,38,,32,35,4
Male,"6'2""",105,48,,35,40,4
Male,"5'1""",69,45,,37,43,3
Male,"4'10""",53,42,,41,46,3
Male,"6'0""",71,44,,37,42,1
Male,"5'4""",55,33,,30,30,4
Male,"5'5""",67,34,,37,46,3
Male,"5'0""",54,35,,35,42,3
Male,"4'10""",54,39,,31,41,2
Male,"5'8""",76,48,,39,43,2
Male,"6'6""",94,33,,34,39,3
Male,"5'10""",61,34,,42,50,4
Male,"5'7""",70,51,,37,37,4
Male,"5'6""",60,35,,28,29,4
Male,"5'6""",58,30,,38,45,1
Male,"6'1""",96,40,,35,38,1
Male,"6'6""",83,46,,48,49,3
Male,"4'11""",47,37,,26,26,4
Male,"5'6""",74,44,,39,48,3
Male,"5'5""",69,41,,33,34,1
Male,"6'4""",108,38,,34,37,4
Male,"6'2""",95,41,,40,47,0
Male,"5'11""",75,32,,47,49,2
Male,"6'5""",83,42,,35,43,2
Male,"5'3""",65,31,,42,42,4
Male,"5'9""",75,42,,34,42,3
Male,"4'10""",52,47,,42,43,1
Male,"4'11""",43,35,,33,42,1
Male,"5'11""",87,46,,32,42,1
Male,"5'5""",81,50,,37,45,2
Male,"5'10""",90,31,,40,45,4
Male,"6'4""",76,32,,45,49,2
Male,"5'0""",51,31,,37,39,0
Male,"6'5""",77,40,,47,49,3
Male,"5'2""",67,40,,27,27,0
Male,"4'10""",42,30,,40,49,4
Male,"5'1""",60,32,,45,49,3
Male,"5'1""",65,50,,40,41,0
Male,"6'6""",79,33,,41,49,4
Male,"5'1""",44,39,,29,35,2
Male,"5'8""",70,36,,36,38,4
Male,"6'0""",83,33,,35,36,0
Male,"5'4""",79,51,,34,42,3
Male,"5'1""",70,42,,40,44,4
Male,"5'5""",67,37,,44,44,0
Male,"5'7""",62,37,,28,37,2
Male,"6'5""",77,30,,39,40,2
Male,"5'5""",68,41,,43,49,0
Male,"5'1""",69,51,,36,39,4
Male,"5'2""",70,50,,41,41,4
Male,"6'0""",95,33,,42,48,3
Male,"5'0""",46,41,,28,38,3
Male,"5'5""",63,36,,45,48,2
Male,"6'2""",75,44,,38,45,4
Male,"5'9""",65,42,,26,26,4
Male,"5'8""",89,34,,42,42,2
Male,"5'2""",50,44,,38,44,4
Male,"6'3""",76,51,,31,38,3
Male,"6'5""",81,52,,30,37,0
Male,"4'10""",53,47,,42,49,2
Male,"6'2""",99,39,,34,42,0
Male,"6'1""",90,44,,33,37,0
Male,"5'9""",76,33,,32,40,1
Male,"4'10""",60,36,,46,50,4
Male,"4'11""",63,49,,45,50,2
Male,"5'0""",65,45,,35,35,1
Male,"6'6""",107,33,,45,46,4
Male,"4'11""",62,40,,42,50,2
Male,"5'1""",61,31,,29,31,2
Male,"6'2""",104,36,,34,44,1
Male,"5'4""",63,38,,41,50,3
Male,"5'10""",76,44,,28,34,2
Male,"5'8""",58,39,,37,37,3
Male,"5'4""",63,46,,28,31,3
Male,"6'6""",83,45,,35,43,0
Male,"6'4""",73,47,,31,38,2
Male,"6'5""",89,32,,35,39,3
